Issn,journal_name,Journal Title Normalized,URL
1692-7273,Ciencias de la Salud,ciencias de la salud,https://cienciasdelasalud.edu.ar/
1469-0268,International Journal of Computational Intelligence and Applications,international journal of computational intelligence and applications,https://www.worldscientific.com/worldscinet/ijcia
0302-9743,Decision and Game Theory for Security,decision and game theory for security,https://link.springer.com/book/10.1007/978-3-642-25280-8
1930-0328,Synthesis Lectures on Biomedical Engineering,synthesis lectures on biomedical engineering,https://www.morganclaypool.com/toc/bme/1/1
0029-6643,Nutrition Reviews,nutrition reviews,https://academic.oup.com/nutritionreviews
1416-3837,Periodica Polytechnica Social and Management Sciences,periodica polytechnica social and management sciences,https://pp.bme.hu/so
0302-9743,"Universal Access in Human-Computer Interaction. Methods, Techniques, and Best Practices","universal access in human-computer interaction. methods, techniques, and best practices",https://link.springer.com/book/10.1007/978-3-319-40250-5
0302-9743,Advances in Information Retrieval Theory,advances in information retrieval theory,https://link.springer.com/book/10.1007/978-3-642-04417-5
2079-7362,East Asian Journal on Applied Mathematics,east asian journal on applied mathematics,https://www.global-sci.org/eajam
0147-1724,Southwestern Entomologist,southwestern entomologist,https://bioone.org/journals/southwestern-entomologist/issues
0075-8434,Model Theory of Algebra and Arithmetic,model theory of algebra and arithmetic,https://link.springer.com/book/10.1007/978-3-642-54936-6
0716-1077,Revista Política,revista política,https://revistapolitica.uchile.cl/
2084-5308,Polski Przegląd Otorynolaryngologiczny,polski przegląd otorynolaryngologiczny,https://otorhinolaryngologypl.com/
1742-4208,International Journal of Mass Customisation,international journal of mass customisation,https://www.inderscience.com/jhome.php?jcode=ijmassc
0969-9988,Engineering Construction and Architectural Management,engineering construction and architectural management,https://www.emerald.com/insight/publication/issn/0969-9988
1833-3516,Diving and Hyperbaric Medicine Journal,diving and hyperbaric medicine journal,https://www.dhmjournal.com/
0969-1413,Journal of Medical Screening,journal of medical screening,https://journals.sagepub.com/home/msc
0075-8434,Real Algebraic Surfaces,real algebraic surfaces,https://arxiv.org/abs/alg-geom/9712003
0302-9743,Neural Networks: Tricks of the Trade,neural networks: tricks of the trade,https://link.springer.com/book/10.1007/978-3-642-35289-8
0302-9743,Logic and Argumentation,logic and argumentation,https://www.wheaton.edu/academics/services/writing-center/writing-resources/logic-and-argumentation/
1359-1053,Journal of Health Psychology,journal of health psychology,https://journals.sagepub.com/home/hpq
2040-4026,International Journal of Care Pathways,international journal of care pathways,https://journals.sagepub.com/home/icp
0075-8434,The Syntax and Semantics of Infinitary Languages,the syntax and semantics of infinitary languages,https://link.springer.com/book/10.1007/BFb0079679
0065-2598,microRNA: Cancer,microrna: cancer,https://www.nature.com/articles/sigtrans20154
0108-8416,NOWELE Volume 43 (September 2003),nowele volume 43 (september 2003),https://www.jbe-platform.com/content/journals/22129715/43/1
1572-0373,How the Brain Got Language,how the brain got language,https://oxford.universitypressscholarship.com/view/10.1093/acprof:osobl/9780199896684.001.0001/acprof-9780199896684
0097-6156,Infrared Analysis of Peptides and Proteins,infrared analysis of peptides and proteins,https://pubs.acs.org/doi/pdf/10.1021/bk-2000-0750.ch001
0097-6156,Glycan-Based Cellular Communication: Techniques for Carbohydrate-Protein Interactions,glycan-based cellular communication: techniques for carbohydrate-protein interactions,https://pubs.acs.org/isbn/9780841298989
0929-7332,Linguistics in the Netherlands 2011,linguistics in the netherlands 2011,https://benjamins.com/catalog/avt.28
0097-6156,NMR Spectroscopy in the Undergraduate Curriculum,nmr spectroscopy in the undergraduate curriculum,https://pubs.acs.org/doi/pdf/10.1021/bk-2021-1376.ch009
0097-6156,Chemical Evolution across Space & Time,chemical evolution across space & time,https://global.oup.com/academic/product/chemical-evolution-across-space-and-time-9780841274310
0302-9743,Entertainment Computing - ICEC 2008,entertainment computing - icec 2008,https://link.springer.com/book/10.1007/978-3-540-89222-9
0097-6156,Fire and Polymers II,fire and polymers ii,https://www.biblio.com/book/fire-polymers-ii-materials-tests-hazard/d/1238975026
0097-6156,Laser Probes for Combustion Chemistry,laser probes for combustion chemistry,https://pubs.acs.org/isbn/9780841205703
0097-6156,Industrial and Laboratory Nitrations,industrial and laboratory nitrations,https://pubs.acs.org/isbn/9780841203068
0075-8434,Seminar über Potentialtheorie,seminar über potentialtheorie,https://link.springer.com/book/10.1007/BFb0080473
0097-6156,Polymeric Drugs and Drug Administration,polymeric drugs and drug administration,https://biomaterialsres.biomedcentral.com/articles/10.1186/s40824-020-00190-7
0080-1844,Biochemical Differentiation in Insect Glands,biochemical differentiation in insect glands,https://link.springer.com/book/10.1007/978-3-540-37332-2
0084-2230,World Nutritional Determinants,world nutritional determinants,https://www.karger.com/Book/Home/220683
0084-2230,Dietary Research and Guidance in Health and Disease,dietary research and guidance in health and disease,https://www.karger.com/Book/Home/221070
0070-8356,"Late Pleistocene and Holocene Environmental Change on the Olympic Peninsula, Washington","late pleistocene and holocene environmental change on the olympic peninsula, washington",https://link.springer.com/book/10.1007/978-3-319-11014-1
1534-5823,Behavorial and Cognitive Neuroscience Reviews,behavorial and cognitive neuroscience reviews,https://journals.sagepub.com/home/bcn
0950-3846,International Journal of Lexicography,international journal of lexicography,https://academic.oup.com/ijl
1744-683X,Soft Matter,soft matter,https://www.rsc.org/journals-books-databases/about-journals/soft-matter/
1755-8077,International Journal of Applied Decision Sciences,international journal of applied decision sciences,https://www.inderscience.com/jhome.php?jcode=ijads
0953-7325,Technology Analysis & Strategic Management,technology analysis & strategic management,https://simplicable.com/new/technology-analysis
0007-5027,Laboratory Medicine,laboratory medicine,https://academic.oup.com/labmed
0272-4979,IMA Journal of Numerical Analysis,ima journal of numerical analysis,https://academic.oup.com/imajna
1077-5587,Medical Care Research and Review,medical care research and review,https://journals.sagepub.com/home/mcr
0952-6951,History of the Human Sciences,history of the human sciences,https://journals.sagepub.com/home/hhs
1023-6198,Journal of Difference Equations and Applications,journal of difference equations and applications,https://www.tandfonline.com/toc/gdea20/current
0302-9743,CONCUR 2005 – Concurrency Theory,concur 2005 – concurrency theory,https://link.springer.com/book/10.1007/11539452
1937-5387,Journal of Cardiovascular Translational Research,journal of cardiovascular translational research,https://www.springer.com/journal/12265
0963-8024,Journal of African Economies,journal of african economies,https://academic.oup.com/jae
0363-6143,American Journal of Physiology-Cell Physiology,american journal of physiology-cell physiology,https://journals.physiology.org/journal/ajpcell
1937-3341,Tissue Engineering Part A,tissue engineering part a,https://www.liebertpub.com/loi/tea
0026-8232,Modern Philology,modern philology,https://www.journals.uchicago.edu/toc/mp/current
0923-4861,Wetlands Ecology and Management,wetlands ecology and management,https://www.springer.com/journal/11273
1468-6996,Science and Technology of Advanced Materials,science and technology of advanced materials,https://iopscience.iop.org/journal/1468-6996
0013-8746,Annals of the Entomological Society of America,annals of the entomological society of america,https://academic.oup.com/aesa
1433-7851,Angewandte Chemie International Edition,angewandte chemie international edition,https://onlinelibrary.wiley.com/journal/15213773
2192-2640,Advanced Healthcare Materials,advanced healthcare materials,https://onlinelibrary.wiley.com/journal/21922659
1226-7988,KSCE Journal of Civil Engineering,ksce journal of civil engineering,https://www.springer.com/journal/12205
0893-228X,Chemical Research in Toxicology,chemical research in toxicology,https://pubs.acs.org/journal/crtoec
1748-0930,"International Journal of Mining, Reclamation and Environment","international journal of mining, reclamation and environment",https://www.tandfonline.com/toc/nsme20/current
1001-0521,Rare Metals,rare metals,https://www.springer.com/journal/12598
0026-9247,Monatshefte für Chemie - Chemical Monthly,monatshefte für chemie - chemical monthly,https://www.springer.com/journal/706
1540-9996,Journal of Women's Health,journal of women's health,https://home.liebertpub.com/publications/journal-of-womens-health/42
0886-5655,Journal of Borderlands Studies,journal of borderlands studies,https://www.tandfonline.com/toc/rjbs20/current
2075-1133,Inorganic Materials: Applied Research,inorganic materials: applied research,https://www.springer.com/journal/13188
1061-5806,"Anxiety, Stress, & Coping","anxiety, stress, & coping",https://www.apa.org/topics/stress/anxiety-difference
1936-3761,Current Fungal Infection Reports,current fungal infection reports,https://www.springer.com/journal/12281
0265-0533,Journal of Social Work Practice,journal of social work practice,https://www.tandfonline.com/toc/cjsw20/current
1682-3206,Education as Change,education as change,https://www.tandfonline.com/toc/redc20/current
1738-7949,The Korean Journal of Hematology,the korean journal of hematology,https://www.ncbi.nlm.nih.gov/pmc/journals/1374/
0863-1808,Berliner Journal für Soziologie,berliner journal für soziologie,https://www.springer.com/journal/11609
1932-4545,IEEE Transactions on Biomedical Circuits and Systems,ieee transactions on biomedical circuits and systems,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4156126
1747-4124,Expert Review of Gastroenterology & Hepatology,expert review of gastroenterology & hepatology,https://www.tandfonline.com/toc/ierh20/current
1550-9087,Industrial Biotechnology,industrial biotechnology,https://home.liebertpub.com/publications/industrial-biotechnology/140
0938-8974,Journal of Nonlinear Science,journal of nonlinear science,https://www.springer.com/journal/332
0090-9882,Journal of Applied Communication Research,journal of applied communication research,https://www.tandfonline.com/toc/rjac20/current
0922-6028,Restorative Neurology and Neuroscience,restorative neurology and neuroscience,https://www.iospress.com/catalog/journals/restorative-neurology-and-neuroscience
1726-4057,Journal of the Iranian Statistical Society,journal of the iranian statistical society,https://jirss.irstat.ir/
0869-8643,Thermophysics and Aeromechanics,thermophysics and aeromechanics,https://www.springer.com/journal/11510
0267-9914,"Geological Society, London, Engineering Geology Special Publications","geological society, london, engineering geology special publications",https://egsp.lyellcollection.org/
0008-9389,Central European History,central european history,https://www.cambridge.org/core/journals/central-european-history
1745-3054,Journal of Visual Communication in Medicine,journal of visual communication in medicine,https://www.tandfonline.com/toc/ijau20/current
1947-8208,International Journal of Knowledge and Systems Science,international journal of knowledge and systems science,https://www.igi-global.com/journal/international-journal-knowledge-systems-science/1169
1674-4799,"International Journal of Minerals, Metallurgy and Materials","international journal of minerals, metallurgy and materials",https://www.springer.com/journal/12613
