Issn,journal_name
0302-9743,VDM'91 Formal Software Development Methods
0303-4240,"Reviews of Physiology, Biochemistry and Pharmacology, Vol. 172"
0075-8434,Gröbner Bases and the Computation of Group Cohomology
0302-9743,Relational Matching
1542-961X,Reviews in Analgesia
0070-217X,The Molecular Biology of Photorhabdus Bacteria
0302-9743,Computational Science — ICCS 2002
1064-6175,Howard Journal of Communication
1687-9724,Applied Computational Intelligence and Soft Computing
0031-9120,Physics Education
1354-3784,Expert Opinion on Investigational Drugs
0365-6233,Archiv der Pharmazie
0093-5301,Journal of Consumer Research
0098-6283,Teaching of Psychology
0021-504X,The Japanese Journal of Genetics
0895-7959,High Pressure Research
0036-5521,Scandinavian Journal of Gastroenterology
0364-3190,Neurochemical Research
1672-0415,Chinese Journal of Integrative Medicine
0272-4391,Drug Development Research
0021-7298,Journal of Information Processing and Management
0253-5068,Blood Purification
1465-9891,Journal of Substance Use
1744-9359,Management & Organizational History
0004-6256,The Astronomical Journal
0163-5581,Nutrition and Cancer
0003-097X,Bulletin of the American Schools of Oriental Research
0746-8342,The College Mathematics Journal
0022-4707,The Journal of Sports Medicine and Physical Fitness
0038-0261,The Sociological Review
0097-6156,Fiber Diffraction Methods
1066-5277,Journal of Computational Biology
0009-8558,Clay Minerals
1028-415X,Nutritional Neuroscience
0029-0424,Journal of Nihon University Medical Association
1056-263X,Journal of Developmental and Physical Disabilities
0954-0105,Food and Agricultural Immunology
0018-9391,IEEE Transactions on Engineering Management
1871-1502,Cultural Studies of Science Education
1648-7788,Aviation
0941-0643,Neural Computing and Applications
2090-679X,Case Reports in Pathology
2307-1168,CHILD`S HEALTH
0303-8106,AUDIOLOGY JAPAN
1461-4103,Environmental Archaeology
1051-1970,PRIMUS
1474-905X,Photochem. Photobiol. Sci.
1481-8035,Canadian Journal of Emergency Medicine
1083-0898,International Advances in Economic Research
1615-3375,Foundations of Computational Mathematics
1467-2227,Enterprise & Society
0733-9410,Journal of Geotechnical Engineering
1947-9654,International Journal of Applied Geospatial Research
0280-6495,Tellus A
1025-3890,Stress
1865-0929,Formal Techniques for Safety-Critical Systems
0449-2986,Journal of Polymer Science Part B: Polymer Letters
0188-7009,Advances in Applied Clifford Algebras
1753-318X,Journal of Flood Risk Management
1382-5585,"Aging, Neuropsychology, and Cognition"
1053-6981,Journal of Narrative and Life History
0302-9743,Informatics Education - Supporting Computational Thinking
0309-0892,Journal for the Study of the Old Testament
0067-8546,Bijdragen tot de Dierkunde
0137-6934,Banach Center Publications
0174-3635,Standort
1360-7804,Sociological Research Online
1098-1241,Systems Engineering
1476-3141,Sports Biomechanics
0302-9743,Algorithmic Learning Theory
0268-3555,Phlebology
2213-4794,Multisensory Research
1804-1884,Medical and Health Science Journal
1800-427X,TAPROBANICA: The Journal of Asian Biodiversity
0081-5993,Structure and Bonding
0141-5492,TEST! Biotechnology Letters TEST MD
2160-5270,Iowa Geological Survey Annual Report
0031-0603,The Pan-Pacific Entomologist
0918-6158,Biological ^|^ Pharmaceutical Bulletin
0075-8450,Quantum Inversion Theory and Applications
1878-9714,The Discourse of Social Achievement
0302-9743,Knowledge Discovery in Databases: PKDD 2004
0304-4246,Achievements in Gynecology
0943-3058,Method and Theory in the Study of Religion
1439-3972,HEPAC Health Economics in Prevention and Care
0302-9743,Advances in Intelligent Data Analysis VI
0302-9743,Gesture-Based Human-Computer Interaction and Simulation
0079-6492,Gamma Knife Radiosurgery for Brain Vascular Malformations
1794-4724,Avances en Psicología Latinoamericana
0028-1298,Naunyn-Schmiedeberg’s Archiv für Experimentelle Pathologie und Pharmakologie
1865-0929,Emerging Intelligent Computing Technology and Applications
2329-0382,Psychology of Sexual Orientation and Gender Diversity
2042-6763,Journal of Social Marketing
0075-8434,"Functional Analysis and Related Topics, 1991"
0097-6156,New Discoveries in Agrochemicals
0097-6156,Biomass Extrusion and Reaction Technologies: Principles to Practices and Future Potential
2218-0230,Zanco Journal of Pure and Applied Sciences
0966-9051,Bioimaging
1559-0836,Interrelations between Essential Metal Ions and Human Diseases
1527-0297,High Altitude Medicine & Biology
0302-9743,Engineering Societies in the Agents World VII
0075-8434,Higher K-Theories
0075-8434,Manis Valuations and Prüfer Extensions I
1075-1262,THE SOVIET AND POST-SOVIET REVIEW
0097-6156,Active Learning in Organic Chemistry: Implementation and Analysis
0303-4216,Turbulence
0075-8434,Arakelov Geometry and Diophantine Applications
0302-9743,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXVIII
0302-9743,Artificial Neural Networks and Machine Learning – ICANN 2019: Image Processing
0020-7209,International Journal of Electrical Engineering Education
0097-6156,New Applications of Lasers to Chemistry
1387-6732,The Historical Sociolinguistics of Spelling
1320-5455,Journal of Quality In Clinical Practice
0081-3869,"Springer Tracts in Modern Physics, Volume 44"
0065-2598,Developmental Origins of Health and Disease (DOHaD)
1803-5663,Studia Slavica
0075-8434,Finite Geometry and Character Theory
0075-8434,Commutative Formal Groups
1865-0929,Evolutionary Computing and Artificial Intelligence
0070-217X,Leptospira and Leptospirosis
0302-9743,Journal on Data Semantics XV
1860-949X,Call Admission Control in Mobile Cellular Networks
0075-8434,Homotopie des Espaces de Sections
1568-0053,Current Drug Targets - Infectious Disorders
0021-8375,Journal füur Ornithologie
0303-4216,Particle Image Velocimetry
0043-5597,William and Mary Quarterly
0048-5772,Psychophysiology
1455-0725,Nordic Studies on Alcohol and Drugs
2033-6403,Generics and Biosimilars Initiative Journal
0278-095X,The Journal of Primary Prevention
0741-3335,Plasma Physics and Controlled Fusion
1050-3307,Psychotherapy Research
1734-1922,Archives of Medical Science
0009-2665,Chemical Reviews
0006-3592,Biotechnology and Bioengineering
0141-1594,Phase Transitions
0969-7128,Gene Therapy
0114-5916,Drug Safety
0300-9246,"Journal of the Chemical Society, Dalton Transactions"
0302-9743,Advances in Cryptology – ASIACRYPT 2019
0892-3647,American Journal of Distance Education
0028-2596,Nematologica
0272-684X,International Quarterly of Community Health Education
1936-1521,Journal of Child & Adolescent Trauma
0890-765X,The Journal of Rural Health
0026-7961,Modern Law Review
0008-4212,Canadian Journal of Physiology and Pharmacology
0044-2968,Zeitschrift für Kristallographie
0173-4911,Journal of Optical Communications
1755-4217,Worldwide Hospitality and Tourism Themes
1382-3469,Transactions of the Materials Research Society of Japan
0029-4624,Noûs
2338-0403,Jurnal Teknologi dan Sistem Komputer
0031-6768,Pflügers Archiv European Journal of Physiology
0897-5957,Cardiovascular Drug Reviews
0953-9468,Studies in Christian Ethics
0262-5245,Music Analysis
1750-6166,"Transforming Government: People, Process and Policy"
0066-4677,Anthropological Forum
0218-396X,Journal of Computational Acoustics
0021-4914,Japanese Journal of Applied Entomology and Zoology
0302-766X,Cell & Tissue Research
0192-2521,Environmental Mutagenesis
1474-7731,Globalizations
1613-0928,Der Islam
0934-9723,European Journal of Clinical Microbiology and Infectious Diseases
1879-5390,Journal of Pediatric Biochemistry
2159-032X,Heritage & Society
1529-7322,Current Allergy and Asthma Reports
0023-4346,Közgazdasági Szemle
1543-1894,Methods in Molecular Medicine
0302-9743,Image Analysis and Recognition
2053-4833,Journal of Financial Regulation
1528-9648,Seminars in Vascular Medicine
0253-1453,Botanica Helvetica
1984-3011,International Journal of Nutrology
0915-7352,Trends in Glycoscience and Glycotechnology
0975-3540,International Journal of Vehicle Structures and Systems
1868-6346,Laboratory Phonology
1550-4859,ACM Transactions on Sensor Networks
0301-5556,The Subchondral Bone Plate
0576-9787,Cellulose Chemistry and Technology
0066-4197,Annual Review of Genetics
0735-3766,Journal of Business Logistics
1536-2302,Cloning and Stem Cells
0302-9743,Learning and Collaboration Technologies
1532-673X,American Politics Research
1871-031X,Religion and Human Rights
0034-5806,Restaurator
1016-4383,Sarhad Journal of Agriculture
0543-2499,Medical Anthropology Newsletter
2411-605X,Past Global Change Magazine
0964-7058,Asia Pacific Journal of Clinical Nutrition
1845-6421,Journal of Communications Software and Systems
2078-5429,Journal of Economic Regulation
2333-5750,International Journal of Philosophy and Theology (IJPT)
0075-4102,Journal f�r die reine und angewandte Mathematik (Crelles Journal)
1880-1153,JAMSTEC Report of Research and Development
2349-6495,"Vol-8,Issue-4,April 2021"
0302-9743,Database Theory — ICDT '97
1939-2206,African Security
1536-8599,Hybridoma and Hybridomics
0018-2311,Historia
1177-3901,Analytical Chemistry Insights
1865-0929,Innovative Computing Technology
0075-8434,Introduction to Stokes Structures
0090-5550,Rehabilitation Psychology
0303-4240,Ergebnisse der Physiologie Biologischen Chemie und Experimentellen Pharmakologie
1935-8253,Foundations and Trends® in Robotics
0065-2598,Cell Impairment in Aging and Development
1645-7250,Revista LUsófona de Educação
0075-8434,Séminaire Pierre Lelong-Henri Skoda (Analyse) Années 1980/81
2045-9920,Review of Asset Pricing Studies
1865-0929,"Machine Learning and Metaheuristics Algorithms, and Applications"
0122-056X,Informador Técnico
0097-6156,Computer Applications in Applied Polymer Science
0097-6156,Bound and Conjugated Pesticide Residues
0097-6156,Retrieval of Medicinal Chemical Information
1748-3018,Journal of Algorithms & Computational Technology
1881-607X,Reproductive Immunology and Biology
0302-9743,Entertainment Computing - ICEC 2006
1865-0929,Mathematics and Computation in Music
0302-9743,Optimization Techniques Modeling and Optimization in the Service of Man Part 2
1042-3915,Journal of Fire Protection Engineering
0097-6156,Organometals and Organometalloids
0957-4522,Journal of Materials Science Materials in Electronics
0097-6156,NMR Spectroscopy in the Undergraduate Curriculum: Upper-Level Courses and Across the Curriculum Volume 3
0097-6156,Characters in Chemistry: A Celebration of the Humanity of Chemistry
0097-6156,Hispanic Foods
0097-6156,Advances in Biopolymers
1860-949X,Decision Support System for Diagnosis and Treatment of Hearing Disorders
0071-786X,Therapeutic Use of Medicinal Plants and their Extracts: Volume 2
0097-6156,Online Approaches to Chemical Education
1435-1935,Mitteilungen aus dem Museum für Naturkunde in Berlin - Zoologische Reihe
1865-0929,Open Semantic Technologies for Intelligent System
1570-1603,Current Pharmacogenomics
0075-8434,Groups of Homotopy Classes
0302-9743,Time Structures
0075-8434,Differentiable Periodic Maps
0075-8434,Nonlinear Evolution Operators and Semigroups
1363-4607,Sexualities
1471-1834,Health Information &amp; Libraries Journal
0974-8466,Indian journal of Medical Ethics
2072-0505,Almanac of Clinical Medicine
0163-2116,Digestive Diseases and Sciences
2155-2843,Journal of Marketing Development and Competitiveness
2327-4336,Journal of Geoscience and Environment Protection
2157-6998,American Journal of Perinatology Reports
1544-1709,The Annals of Family Medicine
0021-8596,The Journal of Agricultural Science
1380-6645,Review of Derivatives Research
0247-106X,Staps
1754-5692,Energy & Environmental Science
0363-0269,Hemoglobin
0261-1279,Early Music History
0363-6119,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology"
1553-8605,Journal of LGBT Issues in Counseling
0043-9339,World's Poultry Science Journal
2090-1402,International Journal of Surgical Oncology
0897-1889,Journal of Digital Imaging
0008-3968,Canadian Journal of African Studies / Revue canadienne des études africaines
0896-4289,Behavioral Medicine
1545-4576,Oligonucleotides
1476-6825,Journal of Tourism and Cultural Change
1054-660X,Laser Physics
1751-8601,IET Computers & Digital Techniques
1741-0126,"""Protein Engineering, Design and Selection"""
1300-0365,Turkiye Klinikleri Journal of Ophthalmology
0015-0541,Fibre Chemistry
2051-3895,Journal of Medical Radiation Sciences
0022-2216,Journal of Leisure Research
1434-4742,Review of Economic Design
0041-1655,Transportation Science
0028-0283,National Tax Journal
0268-0939,Journal of Education Policy
2409-143X,Vestnik of Experimental and Clinical Surgery
0198-6325,Medicinal Research Reviews
1083-3404,Applied Geographic Studies
0033-5649,Quarterly Journal of Studies on Alcohol
1063-780X,Plasma Physics Reports
1866-9557,Archaeological and Anthropological Sciences
1735-9007,Medical Laboratory Journal
2327-3798,"Language, Cognition and Neuroscience"
2251-7022,Journal of Minimally Invasive Surgical Sciences
0832-2473,Canadian Art Therapy Association Journal
1673-7326,Frontiers of Business Research in China
0302-9743,Machine Learning Meets Medical Imaging
1344-6606,Food Science and Technology Research
1369-1481,The British Journal of Politics and International Relations
0028-1298,Naunyn-Schmiedebergs Archiv f�r Pharmakologie
1360-080X,Journal of Higher Education Policy and Management
1865-0929,Advanced Intelligent Computing Theories and Applications. With Aspects of Contemporary Intelligent Computing Techniques
1743-3509,Fluid Structure Interaction and Moving Boundary Problems IV
2074-9090,International Journal of Computer Network and Information Security
0199-8595,Energy Engineering
1091-2851,International Journal of Self Help and Self Care
0100-4042,Química Nova
0732-8516,Financial Review
0272-4995,The Quarterly Journal of Experimental Psychology Section B
1644-6313,Psychiatria i Psychologia Kliniczna
1355-2546,Rapid Prototyping Journal
1804-9338,Journal of Middle European Construction and Design of Cars
0302-9743,Reachability Problems
2462-6732,Anuario CIDOB de la Inmigración
0002-8762,American Historical Review
