Journal Title,ISSN,Reason,Journal Title Normalized,URL,Data Source,added,Remove_Date,Add_Date,reason_category
Bulletin of the Transilvania University of Braşov: Series IX Sciences of Human Kinetics,2344-2026,Still in DOAJ index,bulletin of the transilvania university of braşov: series ix sciences of human kinetics,http://webbut.unitbv.ro/Bulletin/Series%20IX/Series%20IX.html,DOAJ,1.0,1300-01-01 00:00:00,2018-02-09 00:00:00,interesting reason
"Bulletin of the Transilvania University of Braşov: Series VII: Social Sciences, Law",2066-7701,Still in DOAJ index,"bulletin of the transilvania university of braşov: series vii: social sciences, law",http://webbut.unitbv.ro/Bulletin/Series%20VII/Series%20VII.html,DOAJ,1.0,1300-01-01 00:00:00,2017-09-22 00:00:00,interesting reason
Bulletin of the Veterinary Institute in Pulawy,2300-3235,Still in DOAJ index,bulletin of the veterinary institute in pulawy,http://www.degruyter.com/view/j/bvip,DOAJ,1.0,1300-01-01 00:00:00,2015-10-27 00:00:00,interesting reason
Bunron,2199-2754,Still in DOAJ index,bunron,http://www.bunron.org,DOAJ,1.0,1300-01-01 00:00:00,2015-06-29 00:00:00,interesting reason
Burnout research,2213-0586,Still in DOAJ index,burnout research,,DOAJ,1.0,1300-01-01 00:00:00,2015-04-17 00:00:00,interesting reason
Burns & Trauma,2321-3868,Still in DOAJ index,burns & trauma,https://academic.oup.com/burnstrauma,DOAJ,1.0,1300-01-01 00:00:00,2014-05-17 00:00:00,interesting reason
Burns Open,2468-9122,Still in DOAJ index,burns open,https://www.journals.elsevier.com/burns-open/,DOAJ,1.0,1300-01-01 00:00:00,2018-12-31 00:00:00,interesting reason
Business & IT,1805-3777,Still in DOAJ index,business & it,http://bit.fsv.cvut.cz/,DOAJ,1.0,1300-01-01 00:00:00,2018-03-12 00:00:00,interesting reason
Business & Management Studies: An International Journal,2148-2586,Still in DOAJ index,business & management studies: an international journal,,DOAJ,1.0,1300-01-01 00:00:00,2017-07-18 00:00:00,interesting reason
Business Ethics and Leadership,2520-6761,Still in DOAJ index,business ethics and leadership,https://armgpublishing.sumdu.edu.ua/journals/bel/,DOAJ,1.0,1300-01-01 00:00:00,2021-10-18 00:00:00,interesting reason
Business Excellence and Management,2248-1354,Still in DOAJ index,business excellence and management,http://beman.ase.ro/,DOAJ,1.0,1300-01-01 00:00:00,2015-11-12 00:00:00,interesting reason
Business Management Analysis Journal,2655-3813,Still in DOAJ index,business management analysis journal,https://jurnal.umk.ac.id/index.php/bmaj/index,DOAJ,1.0,1300-01-01 00:00:00,2020-04-15 00:00:00,interesting reason
Business Research Quarterly,2340-9436,Still in DOAJ index,business research quarterly,,DOAJ,1.0,1300-01-01 00:00:00,2017-08-10 00:00:00,interesting reason
Business: Theory and Practice,1648-0627,Still in DOAJ index,business: theory and practice,http://www.btp.vgtu.lt,DOAJ,1.0,1300-01-01 00:00:00,2014-12-16 00:00:00,interesting reason
Bìblìotečnij vìsnik,1029-7200,Still in DOAJ index,bìblìotečnij vìsnik,http://bv.nbuv.gov.ua/en,DOAJ,1.0,1300-01-01 00:00:00,2020-01-21 00:00:00,interesting reason
Bìofìzičnij Vìsnik,2075-3810,Still in DOAJ index,bìofìzičnij vìsnik,http://periodicals.karazin.ua/biophysvisnyk/index,DOAJ,1.0,1300-01-01 00:00:00,2017-07-19 00:00:00,interesting reason
Búsqueda,0123-9813,Still in DOAJ index,búsqueda,,DOAJ,1.0,1300-01-01 00:00:00,2018-12-06 00:00:00,interesting reason
Bûlleten' Sibirskoj Mediciny,1682-0363,Still in DOAJ index,bûlleten' sibirskoj mediciny,http://bulletin.tomsk.ru/,DOAJ,1.0,1300-01-01 00:00:00,2016-04-17 00:00:00,interesting reason
Būm/shināsī-i kishāvarzī,2008-7713,Still in DOAJ index,būm/shināsī-i kishāvarzī,,DOAJ,1.0,1300-01-01 00:00:00,2016-11-10 00:00:00,interesting reason
C,2311-5629,Still in DOAJ index,c,http://www.mdpi.com/journal/carbon,DOAJ,1.0,1300-01-01 00:00:00,2016-07-06 00:00:00,interesting reason
C21 Literature: Journal of 21st-century Writings,2045-5224,Still in DOAJ index,c21 literature: journal of 21st-century writings,https://c21.openlibhums.org,DOAJ,1.0,1300-01-01 00:00:00,2016-10-28 00:00:00,interesting reason
CAAI Transactions on Intelligence Technology,2468-2322,Still in DOAJ index,caai transactions on intelligence technology,https://ietresearch.onlinelibrary.wiley.com/journal/24682322,DOAJ,1.0,1300-01-01 00:00:00,2019-04-09 00:00:00,interesting reason
CABI Agriculture and Bioscience,2662-4044,Still in DOAJ index,cabi agriculture and bioscience,https://cabiagbio.biomedcentral.com/,DOAJ,1.0,1300-01-01 00:00:00,2020-09-18 00:00:00,interesting reason
CCS Chemistry,2096-5745,Still in DOAJ index,ccs chemistry,https://www.chinesechemsoc.org/journal/ccschem,DOAJ,1.0,1300-01-01 00:00:00,2020-06-29 00:00:00,interesting reason
CECCAR Business Review,2668-8921,Still in DOAJ index,ceccar business review,http://www.ceccarbusinessreview.ro/,DOAJ,1.0,1300-01-01 00:00:00,2020-04-08 00:00:00,interesting reason
CERN IdeaSquare Journal of Experimental Innovation,2413-9505,Still in DOAJ index,cern ideasquare journal of experimental innovation,https://publishing.cern.ch/index.php/CIJ,DOAJ,1.0,1300-01-01 00:00:00,2019-02-11 00:00:00,interesting reason
CHEESA,2615-2347,Still in DOAJ index,cheesa,http://e-journal.unipma.ac.id/index.php/cheesa,DOAJ,1.0,1300-01-01 00:00:00,2019-03-30 00:00:00,interesting reason
CHIPSET,2722-4422,Still in DOAJ index,chipset,http://chipset.fti.unand.ac.id/index.php/chipset,DOAJ,1.0,1300-01-01 00:00:00,2021-10-13 00:00:00,interesting reason
CHRISMED Journal of Health and Research,2348-506X,Still in DOAJ index,chrismed journal of health and research,http://www.cjhr.org,DOAJ,1.0,1300-01-01 00:00:00,2018-02-27 00:00:00,interesting reason
CIMEL: Ciencia e Investigación Médica Estudiantil Latinoamericana,1680-8398,Still in DOAJ index,cimel: ciencia e investigación médica estudiantil latinoamericana,http://www.cimel.felsocem.net/index.php/CIMEL,DOAJ,1.0,1300-01-01 00:00:00,2016-08-03 00:00:00,interesting reason
CINEJ Cinema Journal,2159-2411,Still in DOAJ index,cinej cinema journal,http://cinej.pitt.edu/,DOAJ,1.0,1300-01-01 00:00:00,2014-05-21 00:00:00,interesting reason
CJC Open,2589-790X,Still in DOAJ index,cjc open,https://www.journals.elsevier.com/cjc-open,DOAJ,1.0,1300-01-01 00:00:00,2019-11-01 00:00:00,interesting reason
CLEaR,2453-7128,Still in DOAJ index,clear,http://www.jolace.com/publications/clear/,DOAJ,1.0,1300-01-01 00:00:00,2016-03-02 00:00:00,interesting reason
CLIL Journal of Innovation and Research in Plurilingual and Pluricultural Education,2604-5893,Still in DOAJ index,clil journal of innovation and research in plurilingual and pluricultural education,https://revistes.uab.cat/clil,DOAJ,1.0,1300-01-01 00:00:00,2021-03-04 00:00:00,interesting reason
CLIO América,1909-941X,Still in DOAJ index,clio américa,http://revistas.unimagdalena.edu.co/index.php/clioamerica,DOAJ,1.0,1300-01-01 00:00:00,2015-04-08 00:00:00,interesting reason
CM. Communication and Media,2466-541X,Still in DOAJ index,cm. communication and media,https://scindeks.ceon.rs/journalDetails.aspx?issn=2466-541X,DOAJ,1.0,1300-01-01 00:00:00,2018-06-21 00:00:00,interesting reason
CMAJ,0820-3946,Still in DOAJ index,cmaj,https://www.cmaj.ca/,DOAJ,1.0,1300-01-01 00:00:00,2021-03-04 00:00:00,interesting reason
CMES (Center of Middle Eastern Studies),2085-563X,Still in DOAJ index,cmes (center of middle eastern studies),https://jurnal.uns.ac.id/cmes/,DOAJ,1.0,1300-01-01 00:00:00,2019-01-22 00:00:00,interesting reason
CNJ: Caring Nursing Journal,2580-0078,Still in DOAJ index,cnj: caring nursing journal,https://journal.umbjm.ac.id/index.php/caring-nursing,DOAJ,1.0,1300-01-01 00:00:00,2017-10-02 00:00:00,interesting reason
CNS Neuroscience & Therapeutics,1755-5949,Still in DOAJ index,cns neuroscience & therapeutics,https://onlinelibrary.wiley.com/journal/17555949,DOAJ,1.0,1300-01-01 00:00:00,2019-06-03 00:00:00,interesting reason
CNS Oncology,2045-0915,Still in DOAJ index,cns oncology,https://www.futuremedicine.com/journal/cns,DOAJ,1.0,1300-01-01 00:00:00,2019-03-11 00:00:00,interesting reason
COMHARTaighde,2009-8626,Still in DOAJ index,comhartaighde,http://www.comhartaighde.com/,DOAJ,1.0,1300-01-01 00:00:00,2016-03-28 00:00:00,interesting reason
COPD Research and Practice,2054-9040,Still in DOAJ index,copd research and practice,,DOAJ,1.0,1300-01-01 00:00:00,2016-04-12 00:00:00,interesting reason
CORD,2721-8856,Still in DOAJ index,cord,https://journal.coconutcommunity.org,DOAJ,1.0,1300-01-01 00:00:00,2020-08-19 00:00:00,interesting reason
COUNS-EDU: The International Journal of Counseling and Education,2548-348X,Still in DOAJ index,couns-edu: the international journal of counseling and education,http://journal.konselor.or.id/index.php/counsedu/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-05 00:00:00,interesting reason
CQD Revista Eletrônica Paulista de Matemática,2316-9664,Still in DOAJ index,cqd revista eletrônica paulista de matemática,http://www2.fc.unesp.br/revistacqd/,DOAJ,1.0,1300-01-01 00:00:00,2017-04-03 00:00:00,interesting reason
CRIS: Bulletin of the Centre for Research and Interdisciplinary Study,1805-5117,Still in DOAJ index,cris: bulletin of the centre for research and interdisciplinary study,,DOAJ,1.0,1300-01-01 00:00:00,2015-01-10 00:00:00,interesting reason
CSEE Journal of Power and Energy Systems,2096-0042,Still in DOAJ index,csee journal of power and energy systems,http://jpes.csee.org.cn/,DOAJ,1.0,1300-01-01 00:00:00,2018-03-19 00:00:00,interesting reason
CSID Journal of Infrastructure Development,2407-5957,Still in DOAJ index,csid journal of infrastructure development,http://jid.eng.ui.ac.id/index.php/journal/,DOAJ,1.0,1300-01-01 00:00:00,2021-04-07 00:00:00,interesting reason
CSIE Working Papers Series,2537-6187,Still in DOAJ index,csie working papers series,http://csei.ase.md/wp/,DOAJ,1.0,1300-01-01 00:00:00,2017-12-05 00:00:00,interesting reason
CSOnline,1981-2140,Still in DOAJ index,csonline,https://periodicos.ufjf.br/index.php/csonline/revista,DOAJ,1.0,1300-01-01 00:00:00,2021-10-09 00:00:00,interesting reason
CSRID Journal,2085-1367,Still in DOAJ index,csrid journal,http://csrid.potensi-utama.ac.id/index.php/CSRID.,DOAJ,1.0,1300-01-01 00:00:00,2016-04-04 00:00:00,interesting reason
CVIR Endovascular,2520-8934,Still in DOAJ index,cvir endovascular,https://cvirendovasc.springeropen.com/,DOAJ,1.0,1300-01-01 00:00:00,2018-09-10 00:00:00,interesting reason
Cabás,1989-5909,Still in DOAJ index,cabás,http://revista.muesca.es,DOAJ,1.0,1300-01-01 00:00:00,2018-01-05 00:00:00,interesting reason
Cactus,2247-3297,Still in DOAJ index,cactus,http://cactus-journal-of-tourism.ase.ro/,DOAJ,1.0,1300-01-01 00:00:00,2018-04-26 00:00:00,interesting reason
Caderno Brasileiro de Ensino de Física,1677-2334,Still in DOAJ index,caderno brasileiro de ensino de física,https://periodicos.ufsc.br/index.php/fisica/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-21 00:00:00,interesting reason
Caderno CRH,0103-4979,Still in DOAJ index,caderno crh,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-4979&lng=en&nrm=iso,DOAJ,1.0,1300-01-01 00:00:00,2016-10-25 00:00:00,interesting reason
Caderno Profissional de Marketing Unimep,2317-6466,Still in DOAJ index,caderno profissional de marketing unimep,http://www.cadernomarketingunimep.com.br,DOAJ,1.0,1300-01-01 00:00:00,2015-08-10 00:00:00,interesting reason
Caderno Virtual de Turismo,1677-6976,Still in DOAJ index,caderno virtual de turismo,http://www.ivt.coppe.ufrj.br/caderno/index.php/caderno,DOAJ,1.0,1300-01-01 00:00:00,2017-03-08 00:00:00,interesting reason
Caderno de Administração,2238-1465,Still in DOAJ index,caderno de administração,https://periodicos.uem.br/ojs/index.php/CadAdm/,DOAJ,1.0,1300-01-01 00:00:00,2019-10-27 00:00:00,interesting reason
Caderno de Direito e Políticas Públicas,2675-0678,Still in DOAJ index,caderno de direito e políticas públicas,http://seer.unirio.br/index.php/cdpp/index,DOAJ,1.0,1300-01-01 00:00:00,2020-04-06 00:00:00,interesting reason
Caderno de Educação Física e Esporte,2318-5104,Still in DOAJ index,caderno de educação física e esporte,http://e-revista.unioeste.br/index.php/cadernoedfisica/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-25 00:00:00,interesting reason
Caderno de Geografia,0103-8427,Still in DOAJ index,caderno de geografia,http://periodicos.pucminas.br/index.php/geografia/index,DOAJ,1.0,1300-01-01 00:00:00,2016-02-10 00:00:00,interesting reason
Caderno de Informação Jurídica,2359-0033,Still in DOAJ index,caderno de informação jurídica,,DOAJ,1.0,1300-01-01 00:00:00,2017-12-18 00:00:00,interesting reason
Caderno de Letras,0102-9576,Still in DOAJ index,caderno de letras,,DOAJ,1.0,1300-01-01 00:00:00,2017-08-03 00:00:00,interesting reason
Cadernos Brasileiros de Terapia Ocupacional,2526-8910,Still in DOAJ index,cadernos brasileiros de terapia ocupacional,http://www.cadernosdeterapiaocupacional.ufscar.br/index.php/cadernos,DOAJ,1.0,1300-01-01 00:00:00,2017-08-16 00:00:00,interesting reason
Cadernos CIMEAC,2178-9770,Still in DOAJ index,cadernos cimeac,http://seer.uftm.edu.br/revistaeletronica/index.php/cimeac,DOAJ,1.0,1300-01-01 00:00:00,2017-01-23 00:00:00,interesting reason
Cadernos ESP,1808-7329,Still in DOAJ index,cadernos esp,https://cadernos.esp.ce.gov.br/index.php/cadernos/index,DOAJ,1.0,1300-01-01 00:00:00,2020-06-12 00:00:00,interesting reason
Cadernos Espinosanos,1413-6651,Still in DOAJ index,cadernos espinosanos,https://www.revistas.usp.br/espinosanos/issue/view/11348,DOAJ,1.0,1300-01-01 00:00:00,2020-06-11 00:00:00,interesting reason
Cadernos Ibero-americanos de Direito Sanitário,2358-1824,Still in DOAJ index,cadernos ibero-americanos de direito sanitário,,DOAJ,1.0,1300-01-01 00:00:00,2016-02-08 00:00:00,interesting reason
Cadernos Metrópole,1517-2422,Still in DOAJ index,cadernos metrópole,http://www.scielo.br/scielo.php?script=sci_serial&pid=2236-9996&lng=en&nrm=iso,DOAJ,1.0,1300-01-01 00:00:00,2015-11-06 00:00:00,interesting reason
Cadernos NAUI,2358-2448,Still in DOAJ index,cadernos naui,https://naui.ufsc.br/cadernos-naui/,DOAJ,1.0,1300-01-01 00:00:00,2021-01-30 00:00:00,interesting reason
Cadernos Nietzsche,1413-7755,Still in DOAJ index,cadernos nietzsche,http://www.scielo.br/scielo.php?script=sci_serial&pid=2316-8242&lng=en&nrm=iso,DOAJ,1.0,1300-01-01 00:00:00,2017-03-10 00:00:00,interesting reason
Cadernos Prolam/USP,1676-6288,Still in DOAJ index,cadernos prolam/usp,http://www.revistas.usp.br/prolam,DOAJ,1.0,1300-01-01 00:00:00,2016-03-08 00:00:00,interesting reason
Cadernos de Arte Pública,2184-6197,Still in DOAJ index,cadernos de arte pública,http://journals.ap2.pt/index.php/CAP,DOAJ,1.0,1300-01-01 00:00:00,2021-02-05 00:00:00,interesting reason
Cadernos de Ciências Sociais Aplicadas,1808-3102,Still in DOAJ index,cadernos de ciências sociais aplicadas,http://periodicos2.uesb.br/index.php/ccsa,DOAJ,1.0,1300-01-01 00:00:00,2018-01-08 00:00:00,interesting reason
Cadernos de Educação,2178-079X,Still in DOAJ index,cadernos de educação,https://periodicos.ufpel.edu.br/ojs2/index.php/caduc/,DOAJ,1.0,1300-01-01 00:00:00,2017-10-16 00:00:00,interesting reason
"Cadernos de Educação, Tecnologia e Sociedade",2316-9907,Still in DOAJ index,"cadernos de educação, tecnologia e sociedade",http://cadernosets.com.br/,DOAJ,1.0,1300-01-01 00:00:00,2014-05-28 00:00:00,interesting reason
Cadernos de Estudos Lingüísticos,0102-5767,Still in DOAJ index,cadernos de estudos lingüísticos,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/index,DOAJ,1.0,1300-01-01 00:00:00,2019-04-14 00:00:00,interesting reason
Cadernos de Estudos Sociais,0102-4248,Still in DOAJ index,cadernos de estudos sociais,https://periodicos.fundaj.gov.br/CAD,DOAJ,1.0,1300-01-01 00:00:00,2020-05-07 00:00:00,interesting reason
Cadernos de Filosofia Alemã,1413-7860,Still in DOAJ index,cadernos de filosofia alemã,https://www.revistas.usp.br/filosofiaalema,DOAJ,1.0,1300-01-01 00:00:00,2021-07-25 00:00:00,interesting reason
Cadernos de Fraseoloxía Galega,2605-4507,Still in DOAJ index,cadernos de fraseoloxía galega,https://www.cirp.gal/w3/cfg/en/,DOAJ,1.0,1300-01-01 00:00:00,2021-08-09 00:00:00,interesting reason
Cadernos de Geografia,0871-1623,Still in DOAJ index,cadernos de geografia,https://impactum-journals.uc.pt/cadernosgeografia,DOAJ,1.0,1300-01-01 00:00:00,2020-07-20 00:00:00,interesting reason
Cadernos de Gênero e Diversidade,2525-6904,Still in DOAJ index,cadernos de gênero e diversidade,https://portalseer.ufba.br/index.php/cadgendiv/index,DOAJ,1.0,1300-01-01 00:00:00,2017-09-29 00:00:00,interesting reason
Cadernos de Letras da UFF,1413-053X,Still in DOAJ index,cadernos de letras da uff,https://periodicos.uff.br/cadernosdeletras,DOAJ,1.0,1300-01-01 00:00:00,2017-03-28 00:00:00,interesting reason
Cadernos de Pesquisa: Pensamento Educacional,1980-9700,Still in DOAJ index,cadernos de pesquisa: pensamento educacional,https://interin.utp.br/index.php/a/index,DOAJ,1.0,1300-01-01 00:00:00,2019-11-27 00:00:00,interesting reason
Cadernos de Prospecção,1983-1358,Still in DOAJ index,cadernos de prospecção,http://www.portalseer.ufba.br/index.php/nit/index,DOAJ,1.0,1300-01-01 00:00:00,2015-10-14 00:00:00,interesting reason
Cadernos de Psicologia Social do Trabalho,1516-3717,Still in DOAJ index,cadernos de psicologia social do trabalho,http://www.revistas.usp.br/cpst/,DOAJ,1.0,1300-01-01 00:00:00,2020-05-29 00:00:00,interesting reason
Cadernos de Pós Graduação em Letras,1809-4163,Still in DOAJ index,cadernos de pós graduação em letras,http://editorarevistas.mackenzie.br/index.php/cpgl/index,DOAJ,1.0,1300-01-01 00:00:00,2018-06-09 00:00:00,interesting reason
Cadernos de Pós-graduação,2525-3514,Still in DOAJ index,cadernos de pós-graduação,,DOAJ,1.0,1300-01-01 00:00:00,2018-08-08 00:00:00,interesting reason
Cadernos de Saúde,1647-0559,Still in DOAJ index,cadernos de saúde,https://revistas.ucp.pt/index.php/cadernosdesaude,DOAJ,1.0,1300-01-01 00:00:00,2020-11-10 00:00:00,interesting reason
Cadernos de Sociomuseologia,1646-3714,Still in DOAJ index,cadernos de sociomuseologia,http://revistas.ulusofona.pt/index.php/cadernosociomuseologia,DOAJ,1.0,1300-01-01 00:00:00,2015-02-19 00:00:00,interesting reason
