,Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
2512,discover internet of things,True,Discover Internet of Things,2730-7239,1677-09-22,2021-06-01,Still in DOAJ index,DOAJ,https://www.springer.com/journal/43926,interesting reason
2513,discover materials,True,Discover Materials,2730-7727,1677-09-22,2021-04-19,Still in DOAJ index,DOAJ,https://www.springer.com/journal/43939,interesting reason
2514,discover mental health,True,Discover Mental Health,2731-4383,1677-09-22,2022-05-18,Still in DOAJ index,DOAJ,https://www.springer.com/journal/44192,interesting reason
2515,discover oncology,True,Discover Oncology,2730-6011,1677-09-22,2021-07-21,Still in DOAJ index,DOAJ,https://www.springer.com/journal/12672/,interesting reason
2516,discover psychology,True,Discover Psychology,2731-4537,1677-09-22,2022-04-11,Still in DOAJ index,DOAJ,https://www.springer.com/journal/44202,interesting reason
2517,discover sustainability,True,Discover Sustainability,2662-9984,1677-09-22,2021-03-25,Still in DOAJ index,DOAJ,https://www.springer.com/journal/43621,interesting reason
2518,discover water,True,Discover Water,2730-647X,1677-09-22,2022-05-12,Still in DOAJ index,DOAJ,https://www.springer.com/journal/43832,interesting reason
2519,discrete analysis,True,Discrete Analysis,2397-3129,1677-09-22,2017-04-19,Still in DOAJ index,DOAJ,http://discreteanalysisjournal.com/,interesting reason
2520,discrete and continuous models and applied computational science,True,Discrete and Continuous Models and Applied Computational Science,2658-4670,1677-09-22,2020-10-19,Still in DOAJ index,DOAJ,http://journals.rudn.ru/miph,interesting reason
2521,discrete mathematics letters,True,Discrete Mathematics Letters,2664-2557,1677-09-22,2019-07-25,Still in DOAJ index,DOAJ,http://www.dmlett.com/,interesting reason
2522,discursos del sur,True,Discursos del Sur,2617-2283,1677-09-22,2021-01-06,Still in DOAJ index,DOAJ,https://revistasinvestigacion.unmsm.edu.pe/index.php/discursos/index,interesting reason
2523,discussiones mathematicae - general algebra and applications,True,Discussiones Mathematicae - General Algebra and Applications,2084-0373,1677-09-22,2018-01-23,Still in DOAJ index,DOAJ,https://sciendo.com/journal/DMGAA,interesting reason
2524,disease and diagnosis,True,Disease and Diagnosis,2717-3232,1677-09-22,2021-04-30,Still in DOAJ index,DOAJ,https://ddj.hums.ac.ir/,interesting reason
2525,diseases,True,Diseases,2079-9721,1677-09-22,2014-07-13,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/diseases,interesting reason
2526,disertaciones,True,Disertaciones,1856-9536,1677-09-22,2017-02-06,Still in DOAJ index,DOAJ,http://revistas.urosario.edu.co/index.php/disertaciones/index,interesting reason
2527,disparidades,True,Disparidades,2659-6881,1677-09-22,2019-07-17,Still in DOAJ index,DOAJ,http://dra.revistas.csic.es/index.php/dra,interesting reason
2528,disputatio,True,Disputatio,2254-0601,1677-09-22,2016-10-03,Still in DOAJ index,DOAJ,https://disputatio.eu/,interesting reason
2529,dissertar,True,Dissertar,1676-0867,1677-09-22,2018-12-04,Still in DOAJ index,DOAJ,http://revistadissertar.adesa.com.br,interesting reason
2530,dissertare: revista de investigación en ciencias sociales,True,Dissertare: Revista de Investigación en Ciencias Sociales,2542-3177,1677-09-22,2018-12-22,Still in DOAJ index,DOAJ,https://revistas.ucla.edu.ve/index.php/dissertare,interesting reason
2531,dissertationes archaeologicae: ex instituto archaeologico universitatis de rolando eötvös nominatae,True,Dissertationes Archaeologicae: Ex Instituto Archaeologico Universitatis de Rolando Eötvös Nominatae,2064-4574,1677-09-22,2015-02-13,Still in DOAJ index,DOAJ,http://dissarch.elte.hu,interesting reason
2532,distúrbios da comunicação,True,Distúrbios da Comunicação,0102-762X,1677-09-22,2018-05-28,Still in DOAJ index,DOAJ,https://revistas.pucsp.br/index.php/dic,interesting reason
2533,diségno,True,Diségno,2533-2899,1677-09-22,2019-11-20,Still in DOAJ index,DOAJ,https://disegno.unioneitalianadisegno.it/,interesting reason
2534,diversidade e gestão,True,Diversidade e Gestão,2527-0044,1677-09-22,2020-07-01,Still in DOAJ index,DOAJ,https://itr.ufrrj.br/diversidadeegestao/,interesting reason
2535,diversidade religiosa,True,Diversidade Religiosa,2317-0476,1677-09-22,2017-03-30,Still in DOAJ index,DOAJ,http://periodicos.ufpb.br/ojs/index.php/dr/index,interesting reason
2536,diversitas journal,True,Diversitas Journal,2525-5215,1677-09-22,2017-06-05,Still in DOAJ index,DOAJ,http://www.kentron.ifal.edu.br/index.php/diversitas_journal/index,interesting reason
2537,diversitates,True,Diversitates,1984-5073,1677-09-22,2020-09-30,Still in DOAJ index,DOAJ,http://www.diversitates.uff.br/index.php/1diversitates-uff1/index,interesting reason
2538,diversity and distributions,True,Diversity and Distributions,1472-4642,1677-09-22,2019-05-14,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/14724642,interesting reason
2539,diversity of research in health journal,True,Diversity of Research in Health Journal,2561-1666,1677-09-22,2019-11-08,Still in DOAJ index,DOAJ,https://pubs.biblio.laurentian.ca/index.php/drhj-rdrs,interesting reason
2540,divulgatio,True,Divulgatio,2591-3530,1677-09-22,2018-09-20,Still in DOAJ index,DOAJ,http://revistadivulgatio.web.unq.edu.ar/,interesting reason
2541,dixi,True,Dixi,2357-5891,1677-09-22,2017-12-21,Still in DOAJ index,DOAJ,https://revistas.ucc.edu.co/index.php/di,interesting reason
2542,dixit,True,Dixit,1688-3497,1677-09-22,2019-03-03,Still in DOAJ index,DOAJ,http://revistas.ucu.edu.uy/index.php/revistadixit,interesting reason
2543,diyala journal for pure science,True,Diyala Journal for Pure Science,2222-8373,1677-09-22,2021-12-17,Still in DOAJ index,DOAJ,https://djps.uodiyala.edu.iq/,interesting reason
2544,diálogo com a economia criativa,True,Diálogo com a Economia Criativa,2525-2828,1677-09-22,2018-03-12,Still in DOAJ index,DOAJ,http://dialogo.espm.br/index.php/revistadcec-rj,interesting reason
2545,diálogos,True,Diálogos,1415-9945,1677-09-22,2019-10-27,Still in DOAJ index,DOAJ,https://periodicos.uem.br/ojs/index.php/Dialogos,interesting reason
2546,diálogos pedagógicos,True,Diálogos Pedagógicos,1667-2003,1677-09-22,2017-04-07,Still in DOAJ index,DOAJ,http://revistas.bibdigital.uccor.edu.ar/index.php/prueba/issue/archive,interesting reason
2547,dna di nulla academia,True,DNA Di Nulla Academia,2724-5179,1677-09-22,2021-09-29,Still in DOAJ index,DOAJ,https://dnacamporesi.unibo.it/,interesting reason
2548,doblele,True,Doblele,2462-3733,1677-09-22,2019-02-09,Still in DOAJ index,DOAJ,https://revistes.uab.cat/doblele,interesting reason
2549,docomomo journal,True,Docomomo Journal,2773-1634,1677-09-22,2022-04-28,Still in DOAJ index,DOAJ,https://docomomojournal.com/,interesting reason
2550,documenta & instrumenta,True,Documenta & Instrumenta,1697-4328,1677-09-22,2019-07-20,Still in DOAJ index,DOAJ,https://revistas.ucm.es/index.php/DOCU,interesting reason
2551,documenta mathematica,True,Documenta Mathematica,1431-0635,1677-09-22,2019-02-11,Still in DOAJ index,DOAJ,https://elibm.org/series?q=se:2204,interesting reason
2552,documenta praehistorica,True,Documenta Praehistorica,1408-967X,1677-09-22,2015-11-07,Still in DOAJ index,DOAJ,http://revije.ff.uni-lj.si/DocumentaPraehistorica,interesting reason
2553,documentación de las ciencias de la información,True,Documentación de las Ciencias de la Información,0210-4210,1677-09-22,2015-05-21,Still in DOAJ index,DOAJ,http://revistas.ucm.es/index.php/DCIN,interesting reason
2554,doispontos,True,DoisPontos,1807-3883,1677-09-22,2021-02-19,Still in DOAJ index,DOAJ,https://revistas.ufpr.br/doispontos/index,interesting reason
2555,doklady belorusskogo gosudarstvennogo universiteta informatiki i radioèlektroniki,True,Doklady Belorusskogo gosudarstvennogo universiteta informatiki i radioèlektroniki,1729-7648,1677-09-22,2020-01-20,Still in DOAJ index,DOAJ,https://doklady.bsuir.by/,interesting reason
2556,dokuz eylül üniversitesi hemşirelik fakültesi elektronik dergisi,True,Dokuz Eylül Üniversitesi Hemşirelik Fakültesi Elektronik Dergisi,2149-0333,1677-09-22,2021-10-26,Still in DOAJ index,DOAJ,https://dergipark.org.tr/en/pub/deuhfed,interesting reason
2557,dominguezia,True,Dominguezia,0327-2818,1677-09-22,2015-11-17,Still in DOAJ index,DOAJ,http://www.dominguezia.org,interesting reason
2558,dorsal,True,Dorsal,0719-7519,1677-09-22,2019-03-22,Still in DOAJ index,DOAJ,http://www.revistas.cenaltes.cl/index.php/dorsal/index,interesting reason
2559,dose-response,True,Dose-Response,1559-3258,1677-09-22,2015-09-18,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/dos,interesting reason
2560,dotawo,True,Dotawo,2373-2571,1677-09-22,2020-06-16,Still in DOAJ index,DOAJ,https://escholarship.org/uc/dotawo,interesting reason
2561,doxa,True,Doxa,0214-8676,1677-09-22,2018-08-16,Still in DOAJ index,DOAJ,https://doxa.ua.es,interesting reason
2562,doxa comunicación,True,Doxa Comunicación,2386-3978,1677-09-22,2017-10-11,Still in DOAJ index,DOAJ,http://www.doxacomunicacion.es,interesting reason
2563,doğal afetler ve çevre dergisi,True,Doğal Afetler ve Çevre Dergisi,2528-9640,1677-09-22,2019-11-01,Still in DOAJ index,DOAJ,http://dacd.artvin.edu.tr/,interesting reason
2564,dr. sulaiman al habib medical journal,True,Dr. Sulaiman Al Habib Medical Journal,2666-819X,1677-09-22,2020-04-14,Still in DOAJ index,DOAJ,https://www.atlantis-press.com/journals/dsahmj,interesting reason
2565,drammaturgia,True,Drammaturgia,2283-5644,1677-09-22,2015-11-24,Still in DOAJ index,DOAJ,https://oajournals.fupress.net/index.php/drammaturgia/index,interesting reason
2566,drd - desenvolvimento regional em debate,True,DRd - Desenvolvimento Regional em Debate,2237-9029,1677-09-22,2020-01-07,Still in DOAJ index,DOAJ,http://www.periodicos.unc.br/index.php/drd/index,interesting reason
2567,drones,True,Drones,2504-446X,1677-09-22,2018-04-03,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/drones,interesting reason
2568,drug and alcohol dependence reports,True,Drug and Alcohol Dependence Reports,2772-7246,1677-09-22,2022-01-31,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/drug-and-alcohol-dependence-reports,interesting reason
2569,drug delivery,True,Drug Delivery,1521-0464,1677-09-22,2017-09-27,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/idrd20/current,interesting reason
2570,"drug, healthcare and patient safety",True,"Drug, Healthcare and Patient Safety",1179-1365,1677-09-22,2016-02-03,Still in DOAJ index,DOAJ,https://www.dovepress.com/drug-healthcare-and-patient-safety-journal,interesting reason
2571,drugs and addictive behavior,True,Drugs and Addictive Behavior,2463-1779,1677-09-22,2017-05-24,Still in DOAJ index,DOAJ,http://www.funlam.edu.co/revistas/index.php/DAB/index,interesting reason
2572,drugs in r&d,True,Drugs in R&D,1179-6901,1677-09-22,2017-09-17,Still in DOAJ index,DOAJ,https://www.springer.com/journal/40268,interesting reason
2573,društvena istraživanja,True,Društvena Istraživanja,1330-0288,1677-09-22,2017-08-07,Still in DOAJ index,DOAJ,http://www.pilar.hr/drustvena-istrazivanja/index.php/drustvena-istrazivanja/index,interesting reason
2574,društvene i humanističke studije,True,Društvene i Humanističke Studije,2490-3604,1677-09-22,2019-07-25,Still in DOAJ index,DOAJ,http://www.dhs.ff.untz.ba/index.php/home/index,interesting reason
2575,duazary,True,Duazary,1794-5992,1677-09-22,2015-06-01,Still in DOAJ index,DOAJ,http://revistas.unimagdalena.edu.co/index.php/duazary/about,interesting reason
2576,dubai diabetes and endocrinology journal,True,Dubai Diabetes and Endocrinology Journal,2673-1738,1677-09-22,2021-05-07,Still in DOAJ index,DOAJ,https://www.karger.com/dde,interesting reason
2577,dubai medical journal,True,Dubai Medical Journal,2571-726X,1677-09-22,2019-12-10,Still in DOAJ index,DOAJ,https://www.karger.com/Journal/Home/277043,interesting reason
2578,dunamis: jurnal teologi dan pendidikan kristiani,True,Dunamis: Jurnal Teologi dan Pendidikan Kristiani,2541-3945,1677-09-22,2019-01-23,Still in DOAJ index,DOAJ,http://sttintheos.ac.id/e-journal/index.php/dunamis,interesting reason
2579,dutch journal of applied linguistics,True,Dutch Journal of Applied Linguistics,2211-7253,1677-09-22,2022-05-17,Still in DOAJ index,DOAJ,https://platform.openjournals.nl/dujal/index,interesting reason
2580,dynamic econometric models,True,Dynamic Econometric Models,1234-3862,1677-09-22,2017-09-28,Still in DOAJ index,DOAJ,http://apcz.umk.pl/czasopisma/index.php/DEM/index,interesting reason
2581,dyskursy o kulturze,True,Dyskursy o Kulturze,2450-0402,1677-09-22,2021-11-02,Still in DOAJ index,DOAJ,http://dyskursy.san.edu.pl/,interesting reason
2582,dysona. applied science,True,Dysona. Applied Science,2708-6283,1677-09-22,2020-11-02,Still in DOAJ index,DOAJ,http://applied.dysona.org,interesting reason
2583,dysona. life science,True,Dysona. Life Science,2708-6291,1677-09-22,2020-11-06,Still in DOAJ index,DOAJ,http://life.dysona.org,interesting reason
2584,déméter,True,Déméter,1638-556X,1677-09-22,2021-12-27,Still in DOAJ index,DOAJ,https://demeter.univ-lille.fr/,interesting reason
2585,dígitos,True,Dígitos,2444-0132,1677-09-22,2016-10-27,Still in DOAJ index,DOAJ,http://revistadigitos.com/index.php/digitos,interesting reason
2586,díkaion,True,Díkaion,0120-8942,1677-09-22,2017-06-05,Still in DOAJ index,DOAJ,http://dikaion.unisabana.edu.co/index.php/dikaion/index,interesting reason
2587,düzce üniversitesi bilim ve teknoloji dergisi,True,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,2148-2446,1677-09-22,2017-10-23,Still in DOAJ index,DOAJ,http://dergipark.gov.tr/dubited,interesting reason
2588,e&s engineering and science,True,E&S Engineering and Science,2358-5390,1677-09-22,2021-05-14,Still in DOAJ index,DOAJ,https://periodicoscientificos.ufmt.br/ojs/index.php/eng,interesting reason
2589,e-agronegocios,True,e-Agronegocios,2215-3462,1677-09-22,2019-06-15,Still in DOAJ index,DOAJ,https://revistas.tec.ac.cr/index.php/eagronegocios,interesting reason
2590,e-cadernos ces,True,e-cadernos ces,1647-0737,1677-09-22,2017-07-03,Still in DOAJ index,DOAJ,https://eces.revues.org,interesting reason
2591,e-co,True,e-CO,1697-9745,1677-09-22,2019-06-22,Still in DOAJ index,DOAJ,http://revistaeco.cepcordoba.org/,interesting reason
2592,e-compós,True,E-Compós,1808-2599,1677-09-22,2018-10-09,Still in DOAJ index,DOAJ,http://www.e-compos.org.br/e-compos,interesting reason
2593,e-dimas,True,E-Dimas,2528-5041,1677-09-22,2017-12-08,Still in DOAJ index,DOAJ,http://journal.upgris.ac.id/index.php/e-dimas,interesting reason
2594,e-gfos,True,e-GFOS,1847-8948,1677-09-22,2016-10-03,Still in DOAJ index,DOAJ,http://e-gfos.gfos.hr/en/,interesting reason
2595,e-hum: revista das áreas de humanidade do centro universitário de belo horizonte,True,e-Hum: Revista das Áreas de Humanidade do Centro Universitário de Belo Horizonte,1984-767X,1677-09-22,2015-03-31,Still in DOAJ index,DOAJ,http://revistas.unibh.br/index.php/dchla,interesting reason
2596,e-journal of cultural studies,True,E-Journal of Cultural Studies,2338-2449,1677-09-22,2015-09-14,Still in DOAJ index,DOAJ,http://ojs.unud.ac.id/index.php/ecs,interesting reason
2597,"e-journal of humanities, arts and social sciences",True,"E-Journal of Humanities, Arts and Social Sciences",2720-7722,1677-09-22,2021-11-27,Still in DOAJ index,DOAJ,https://noyam.org/journals/ehass/,interesting reason
2598,e-journal of linguistics,True,e-Journal of Linguistics,2442-7586,1677-09-22,2015-09-15,Still in DOAJ index,DOAJ,http://ojs.unud.ac.id/index.php/eol,interesting reason
2599,e-journal of new media,True,e-Journal of New Media,2548-0200,1677-09-22,2020-06-12,Still in DOAJ index,DOAJ,https://yenimedya.aydin.edu.tr/,interesting reason
2600,e-journal of religious and theological studies,True,E-Journal of Religious and Theological Studies,2458-7338,1677-09-22,2021-10-18,Still in DOAJ index,DOAJ,https://noyam.org/journals/erats/,interesting reason
2601,e-journal of surface science and nanotechnology,True,e-Journal of Surface Science and Nanotechnology,1348-0391,1677-09-22,2019-01-23,Still in DOAJ index,DOAJ,https://www.jstage.jst.go.jp/browse/ejssnt/-char/en,interesting reason
2602,e-journal of tourism,True,E-Journal of Tourism,2407-392X,1677-09-22,2016-10-03,Still in DOAJ index,DOAJ,https://ojs.unud.ac.id/index.php/eot,interesting reason
2603,e-jurnal manajemen,True,E-Jurnal Manajemen,2302-8912,1677-09-22,2016-04-18,Still in DOAJ index,DOAJ,http://ojs.unud.ac.id/index.php/Manajemen,interesting reason
2604,e-jurnal matematika,True,E-Jurnal Matematika,2303-1751,1677-09-22,2016-01-12,Still in DOAJ index,DOAJ,http://ojs.unud.ac.id/index.php/mtk,interesting reason
2605,e-jurnal medika udayana,True,e-Jurnal Medika Udayana,2303-1395,1677-09-22,2015-09-15,Still in DOAJ index,DOAJ,http://ojs.unud.ac.id/index.php/eum,interesting reason
2606,e-kafkas eğitim araştırmaları dergisi,True,e-Kafkas Eğitim Araştırmaları Dergisi,2148-8940,1677-09-22,2021-08-12,Still in DOAJ index,DOAJ,https://dergipark.org.tr/en/pub/kafkasegt,interesting reason
2607,e-logos,True,E-Logos,1211-0442,1677-09-22,2020-03-06,Still in DOAJ index,DOAJ,https://e-logos.vse.cz/,interesting reason
